"votacao_id","partido_id","nome","opcao","percentual"
14134,15,"PCdoB","SIM","0.3"
14134,9,"PDT","NAO","0.266666666666667"
14134,9,"PDT","SIM","0.733333333333333"
14134,7,"PMDB","NAO","0.772727272727273"
14134,7,"PMDB","SIM","0.227272727272727"
14134,32,"PMN","SIM","1"
14134,14,"PP","NAO","0.0434782608695652"
14134,14,"PP","SIM","0.956521739130435"
14134,8,"PPS","SIM","1"
14134,2,"PR","NAO","0.571428571428571"
14134,2,"PR","SIM","0.428571428571429"
14134,6,"PRB","NAO","1"
14134,13,"PROS","NAO","0.625"
14134,13,"PROS","SIM","0.375"
14134,36,"PRP","NAO","0.5"
14134,36,"PRP","SIM","0.5"
14134,11,"PSB","NAO","0.0555555555555556"
14134,11,"PSB","SIM","0.944444444444444"
14134,22,"PSC","NAO","0.625"
14134,22,"PSC","SIM","0.375"
14134,10,"PSD","NAO","0.0625"
14134,10,"PSD","SIM","0.9375"
14134,5,"PSDB","NAO","0.129032258064516"
14134,5,"PSDB","SIM","0.870967741935484"
14134,17,"PSOL","SIM","1"
14134,4,"PT","NAO","0.770833333333333"
14134,4,"PT","SIM","0.229166666666667"
14134,3,"PTB","NAO","0.111111111111111"
14134,3,"PTB","SIM","0.888888888888889"
14134,41,"PTdoB","NAO","1"
14134,1,"PV","NAO","0.5"
14134,1,"PV","SIM","0.5"
14134,38,"SD","NAO","0.1875"
14134,38,"SD","SIM","0.8125"
14135,12,"DEM","SIM","1"
14135,15,"PCdoB","NAO","0.923076923076923"
14135,15,"PCdoB","SIM","0.0769230769230769"
14135,9,"PDT","NAO","0.214285714285714"
14135,9,"PDT","SIM","0.785714285714286"
14135,7,"PMDB","NAO","0.608695652173913"
14135,7,"PMDB","SIM","0.391304347826087"
14135,32,"PMN","SIM","1"
14135,14,"PP","NAO","0.0476190476190476"
14135,14,"PP","SIM","0.952380952380952"
14135,8,"PPS","SIM","1"
14135,2,"PR","NAO","0.833333333333333"
14135,2,"PR","SIM","0.166666666666667"
14135,6,"PRB","NAO","1"
14135,13,"PROS","NAO","0.461538461538462"
14135,13,"PROS","SIM","0.538461538461538"
14135,36,"PRP","NAO","1"
14135,11,"PSB","NAO","0.0555555555555556"
14135,11,"PSB","SIM","0.944444444444444"
14135,22,"PSC","NAO","0.75"
14135,22,"PSC","SIM","0.25"
14135,10,"PSD","NAO","0.0277777777777778"
14135,10,"PSD","SIM","0.972222222222222"
14135,5,"PSDB","NAO","0.125"
14135,5,"PSDB","SIM","0.875"
14135,17,"PSOL","SIM","1"
14135,4,"PT","NAO","0.722222222222222"
14135,4,"PT","SIM","0.277777777777778"
14135,3,"PTB","NAO","0.25"
14135,3,"PTB","SIM","0.75"
14135,41,"PTdoB","NAO","1"
14135,1,"PV","NAO","0.4"
14135,1,"PV","SIM","0.6"
14135,38,"SD","NAO","0.133333333333333"
14135,38,"SD","SIM","0.866666666666667"
14136,12,"DEM","SIM","1"
14136,15,"PCdoB","SIM","1"
